,comuna_o,municipio_o,comuna_d,municipio_d,hora_o,hora_d,modo_tte,motivo_viaje,o_long,o_lat,d_long,d_lat
3398,Suba,Bogotá,Kennedy,Bogotá,14:00:00,14:49:48,MOTO,Casa,-74.07899858,4.767930222,-74.15159606,4.618831701
3399,Kennedy,Bogotá,Suba,Bogotá,09:00:00,09:40:12,MOTO,Trabajo,-74.15975195,4.61913917,-74.04802381,4.748770572
3400,Suba,Bogotá,Kennedy,Bogotá,19:00:00,20:15:00,MOTO,Casa,-74.07932052,4.7382881,-74.13557307,4.626169239
3401,Kennedy,Bogotá,Santa Fe,Bogotá,05:30:00,06:30:00,MOTO,Trabajo,-74.13275463,4.625431231,-74.06724195,4.623632951
3402,Santa Fe,Bogotá,Kennedy,Bogotá,14:00:00,16:00:00,MOTO,Casa,-74.06412953,4.588381593,-74.17016522,4.604031887
3403,Engativa,Bogotá,Puente Aranda,Bogotá,09:19:48,10:00:00,MOTO,Trabajo,-74.11781435,4.732791883,-74.11776164,4.61512821
3404,Puente Aranda,Bogotá,Engativa,Bogotá,19:00:00,19:45:00,MOTO,Casa,-74.11588243,4.627661198,-74.11184741,4.696347775
3405,Fontibon,Bogotá,Chapinero,Bogotá,12:30:00,13:10:12,MOTO,Diligencia,-74.14295369,4.707976547,-74.01189527,4.621557133
3406,Chapinero,Bogotá,Fontibon,Bogotá,16:00:00,16:45:00,MOTO,Casa,-74.05404729,4.654702814,-74.11049279,4.645670341
3407,Chapinero,Bogotá,Antonio Nariño,Bogotá,06:15:00,07:00:00,MOTO,Trabajo,-74.05837877,4.62637284,-74.11630948,4.590484739
3408,Antonio Nariño,Bogotá,Chapinero,Bogotá,17:00:00,17:49:48,MOTO,Casa,-74.10222601,4.589899055,-74.044075,4.637720166
3409,Bosa,Bogotá,Bosa,Bogotá,10:00:00,11:00:00,MOTO,Diligencia,-74.21795559,4.642638539,-74.18675899,4.636652652
3410,Bosa,Bogotá,Bosa,Bogotá,10:04:12,11:06:00,MOTO,Alguien,-74.18601986,4.648346326,-74.19106867,4.631241125
3411,Bosa,Bogotá,Bosa,Bogotá,14:06:00,15:07:12,MOTO,Casa,-74.18413629,4.63800175,-74.20957294,4.637437574
3412,Bosa,Bogotá,Chapinero,Bogotá,07:00:00,08:30:00,MOTO,Trabajo,-74.19900741,4.645154895,-74.04318595,4.64675828
3413,Chapinero,Bogotá,Bosa,Bogotá,15:49:48,17:00:00,MOTO,Casa,-74.02715731,4.632431612,-74.21401638,4.629771411
3414,Usaquen,Bogotá,Usaquen,Bogotá,08:00:00,10:00:00,MOTO,Trabajo,-74.03459726,4.811571262,-74.01659755,4.757613187
3415,Usaquen,Bogotá,Usaquen,Bogotá,10:04:48,12:04:48,MOTO,Casa,-74.03115672,4.684897936,-74.03052275,4.791240761
3416,Usaquen,Bogotá,Chapinero,Bogotá,07:00:00,09:00:00,MOTO,Trabajo,-74.01012791,4.677015653,-74.03069033,4.627181365
3417,Chapinero,Bogotá,Usaquen,Bogotá,15:00:00,17:00:00,MOTO,Casa,-74.05054889,4.660836492,-74.02251851,4.70919171
3418,Suba,Bogotá,Engativa,Bogotá,13:00:00,16:30:00,MOTO,Trabajo,-74.06529467,4.743660679,-74.09619435,4.682788755
3419,Suba,Bogotá,Santa Fe,Bogotá,06:00:00,07:15:00,MOTO,Trabajo,-74.04896043,4.818440935,-74.03429727,4.610410071
3420,Santa Fe,Bogotá,Suba,Bogotá,16:00:00,18:19:12,MOTO,Casa,-74.02907956,4.566930631,-74.05619434,4.822335481
3421,Usaquen,Bogotá,Kennedy,Bogotá,18:00:00,18:40:12,MOTO,Casa,-74.03410422,4.821412615,-74.13586657,4.60985376
3422,Candelaria,Bogotá,Kennedy,Bogotá,16:30:00,17:30:00,MOTO,Casa,-74.06845532,4.593633761,-74.14548084,4.598839536
3423,Bosa,Bogotá,Barrios Unidos,Bogotá,05:30:00,07:00:00,MOTO,Trabajo,-74.21056997,4.613193504,-74.07434699,4.665835018
3424,Barrios Unidos,Bogotá,Bosa,Bogotá,15:00:00,16:30:00,MOTO,Casa,-74.07349786,4.679497401,-74.20473522,4.642783759
3425,Kennedy,Bogotá,Kennedy,Bogotá,05:30:00,05:46:12,MOTO,Diligencia,-74.17087834,4.637911525,-74.1677492,4.630646203
3426,Kennedy,Bogotá,Kennedy,Bogotá,12:04:12,12:19:48,MOTO,Casa,-74.15876669,4.648159171,-74.16314821,4.645862643
3427,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,07:03:00,08:25:48,MOTO,Trabajo,-74.06007978,4.678685418,-74.07275654,4.672153447
3428,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,20:31:12,22:04:48,MOTO,Casa,-74.06191565,4.677836018,-74.06373982,4.669527596
3429,Usme,Bogotá,Teusaquillo,Bogotá,06:00:00,07:15:00,MOTO,Trabajo,-74.15065611,4.365267254,-74.07407261,4.620423805
3430,Teusaquillo,Bogotá,Usme,Bogotá,17:30:00,19:30:00,MOTO,Casa,-74.10428416,4.652075881,-74.1270202,4.50387775
3431,Bosa,Bogotá,Usaquen,Bogotá,06:00:00,07:40:12,MOTO,Trabajo,-74.16215907,4.604954995,-74.01274716,4.751058493
3432,Usaquen,Bogotá,Bosa,Bogotá,19:00:00,20:43:12,MOTO,Casa,-74.0198341,4.68861363,-74.19080783,4.617131358
3433,Suba,Bogotá,Teusaquillo,Bogotá,17:00:00,19:30:00,MOTO,Casa,-74.07254415,4.830624245,-74.07000242,4.647987772
3434,Teusaquillo,Bogotá,Santa Fe,Bogotá,16:00:00,17:30:00,MOTO,Estudio,-74.09091655,4.625702162,-74.01634346,4.593943494
3435,Santa Fe,Bogotá,Teusaquillo,Bogotá,20:00:00,21:00:00,MOTO,Casa,-74.02091587,4.573190243,-74.07809313,4.645363955
3436,Fontibon,Bogotá,Fontibon,Bogotá,09:00:00,09:40:12,MOTO,Trabajo,-74.13677959,4.689789669,-74.12132076,4.678385957
3437,Fontibon,Bogotá,Fontibon,Bogotá,15:33:00,15:52:48,MOTO,Casa,-74.12037746,4.657942476,-74.15914261,4.667750374
3438,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,14:00:00,14:49:48,MOTO,Trabajo,-74.15165423,4.531215754,-74.1172083,4.610903276
3439,Puente Aranda,Bogotá,Ciudad Bolivar,Bogotá,23:00:00,23:49:48,MOTO,Casa,-74.10172347,4.623602405,-74.12319214,4.485086795
3440,Ciudad Bolivar,Bogotá,Teusaquillo,Bogotá,07:00:00,07:55:12,MOTO,Trabajo,-74.15738523,4.526996609,-74.09113405,4.658067892
3441,Teusaquillo,Bogotá,Ciudad Bolivar,Bogotá,17:00:00,18:15:00,MOTO,Casa,-74.08555306,4.637722479,-74.15703903,4.550639051
3442,Kennedy,Bogotá,Kennedy,Bogotá,08:00:00,09:00:00,MOTO,Trabajo,-74.1426567,4.655896188,-74.17425615,4.648809087
3443,Kennedy,Bogotá,Kennedy,Bogotá,20:00:00,20:49:48,MOTO,Casa,-74.16121188,4.61430714,-74.16131902,4.647344449
3444,San Cristóbal,Bogotá,Puente Aranda,Bogotá,06:00:00,07:00:00,MOTO,Trabajo,-74.09229858,4.526947905,-74.100064,4.626815121
3445,Puente Aranda,Bogotá,San Cristóbal,Bogotá,17:00:00,18:00:00,MOTO,Casa,-74.12139151,4.614294356,-74.06171662,4.529396673
3446,Teusaquillo,Bogotá,Kennedy,Bogotá,05:30:00,05:55:12,MOTO,Trabajo,-74.08470219,4.640311421,-74.15779366,4.619013102
3447,Kennedy,Bogotá,Teusaquillo,Bogotá,13:00:00,13:45:00,MOTO,Casa,-74.14482121,4.621510969,-74.07035362,4.624053658
3448,Ciudad Bolivar,Bogotá,Rafael Uribe Uribe,Bogotá,06:13:48,07:00:00,MOTO,Trabajo,-74.16718571,4.534380593,-74.12132817,4.568633042
3449,Rafael Uribe Uribe,Bogotá,Ciudad Bolivar,Bogotá,17:00:00,17:58:48,MOTO,Casa,-74.10797282,4.57039872,-74.18021124,4.390957826
3450,Tunjuelito,Bogotá,Ciudad Bolivar,Bogotá,14:30:00,14:54:00,MOTO,Casa,-74.13071235,4.567986349,-74.16093484,4.524511594
3451,Chapinero,Bogotá,Chapinero,Bogotá,08:00:00,11:30:00,MOTO,Salud,-74.04931498,4.641538166,-74.04758033,4.682270007
3452,Suba,Bogotá,Engativa,Bogotá,05:00:00,06:19:48,MOTO,Trabajo,-74.11440493,4.766505285,-74.12601746,4.71919131
3453,Engativa,Bogotá,Suba,Bogotá,10:00:00,12:00:00,MOTO,Casa,-74.11749096,4.676875802,-74.08042163,4.710380232
3454,Chapinero,Bogotá,Chapinero,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.01392947,4.631203358,-74.0428396,4.664149878
3455,Chapinero,Bogotá,Chapinero,Bogotá,18:00:00,18:15:00,MOTO,Casa,-74.0464099,4.676649154,-74.06271206,4.629745433
3456,Puente Aranda,Bogotá,Puente Aranda,Bogotá,07:09:00,08:12:00,MOTO,Trabajo,-74.11202129,4.610335466,-74.0982987,4.621944236
3457,Puente Aranda,Bogotá,Bosa,Bogotá,15:12:00,15:42:00,MOTO,Casa,-74.1051451,4.630414599,-74.18165104,4.612111302
3458,Usaquen,Bogotá,Usaquen,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.03582466,4.692941619,-74.04472002,4.738541842
3459,Usaquen,Bogotá,Usaquen,Bogotá,08:04:48,09:30:00,MOTO,Casa,-74.02139078,4.776728996,-74.02421248,4.813912777
3460,Suba,Bogotá,Chapinero,Bogotá,09:00:00,09:40:12,MOTO,Trabajo,-74.10643348,4.752475118,-74.05358175,4.650428899
3461,Chapinero,Bogotá,Suba,Bogotá,16:10:12,16:55:12,MOTO,Casa,-74.05008257,4.636214482,-74.07150731,4.77106744
3462,Barrios Unidos,Bogotá,Los Martires,Bogotá,07:40:12,07:55:12,MOTO,Trabajo,-74.0632453,4.680646466,-74.0737352,4.616174135
3463,Los Martires,Bogotá,Barrios Unidos,Bogotá,17:30:00,17:45:00,MOTO,Casa,-74.07962026,4.60813515,-74.06496426,4.654374287
3464,Teusaquillo,Bogotá,Teusaquillo,Bogotá,06:30:00,06:49:48,MOTO,Casa,-74.07799693,4.632340109,-74.10238111,4.647730396
3465,Bosa,Bogotá,Chapinero,Bogotá,05:30:00,07:00:00,MOTO,Trabajo,-74.19420267,4.607630469,-74.02589282,4.623513031
3466,Chapinero,Bogotá,Bosa,Bogotá,15:00:00,16:30:00,MOTO,Casa,-74.00136073,4.625488026,-74.21101423,4.630660641
3467,Barrios Unidos,Bogotá,Puente Aranda,Bogotá,07:30:00,07:49:48,MOTO,Trabajo,-74.05995251,4.681087378,-74.10608007,4.609899136
3468,Puente Aranda,Bogotá,Barrios Unidos,Bogotá,16:00:00,16:25:12,MOTO,Casa,-74.1111659,4.606361685,-74.08370385,4.677575432
3469,Usaquen,Bogotá,Suba,Bogotá,09:00:00,09:19:48,MOTO,Trabajo,-74.03101959,4.687397147,-74.04199666,4.815323353
3470,Suba,Bogotá,Usaquen,Bogotá,21:30:00,21:49:48,MOTO,Casa,-74.06376326,4.817433552,-74.02280768,4.755007788
3471,Suba,Bogotá,Usaquen,Bogotá,06:34:12,07:34:48,MOTO,Trabajo,-74.05075208,4.734787812,-74.04337601,4.7224091
3472,Usaquen,Bogotá,Suba,Bogotá,14:30:00,15:25:12,MOTO,Casa,-74.04260922,4.696526086,-74.11334679,4.777318597
3473,Suba,Bogotá,Suba,Bogotá,12:00:00,12:19:48,MOTO,Trabajo,-74.0791231,4.817517945,-74.08837237,4.71729423
3474,Suba,Bogotá,Suba,Bogotá,16:30:00,17:00:00,MOTO,Casa,-74.07003205,4.793273905,-74.07601201,4.7982871
3475,Kennedy,Bogotá,Puente Aranda,Bogotá,05:45:00,06:04:48,MOTO,Alguien,-74.15086298,4.605439873,-74.13238179,4.597304392
3476,Puente Aranda,Bogotá,Kennedy,Bogotá,06:10:12,06:30:00,MOTO,Casa,-74.12315754,4.624780468,-74.14556708,4.630261933
3477,Kennedy,Bogotá,Puente Aranda,Bogotá,14:45:00,15:00:00,MOTO,Alguien,-74.18024729,4.614354833,-74.09324911,4.621294014
3478,Puente Aranda,Bogotá,Kennedy,Bogotá,15:30:00,15:45:00,MOTO,Casa,-74.10226359,4.614729176,-74.17086071,4.627526186
3479,Kennedy,Bogotá,Puente Aranda,Bogotá,05:45:00,06:04:48,MOTO,Estudio,-74.14712953,4.595854968,-74.09900659,4.617114555
3480,Puente Aranda,Bogotá,Kennedy,Bogotá,15:30:00,15:45:00,MOTO,Casa,-74.11745311,4.605473752,-74.15300103,4.66265629
3481,Barrios Unidos,Bogotá,Usaquen,Bogotá,09:30:00,10:00:00,MOTO,Trabajo,-74.08354251,4.666799066,-74.03016266,4.737270603
3482,Usaquen,Bogotá,Usaquen,Bogotá,10:15:00,10:30:00,MOTO,Trabajo,-74.00622804,4.813083927,-74.02890701,4.724886582
3483,Usaquen,Bogotá,Suba,Bogotá,10:45:00,11:10:12,MOTO,Trabajo,-74.01812648,4.763264118,-74.05732219,4.741885933
3484,Suba,Bogotá,Suba,Bogotá,11:40:12,12:10:12,MOTO,Trabajo,-74.12740311,4.739695243,-74.04435711,4.780830615
3485,Suba,Bogotá,Barrios Unidos,Bogotá,12:49:48,13:30:00,MOTO,Casa,-74.05046209,4.73619122,-74.08547209,4.672382693
3486,Bosa,Bogotá,Chapinero,Bogotá,05:00:00,06:27:00,MOTO,Trabajo,-74.20352955,4.642721983,-74.06551089,4.644851726
3487,Chapinero,Bogotá,Bosa,Bogotá,15:07:48,16:28:12,MOTO,Casa,-74.0088256,4.62188428,-74.1828092,4.62724118
3488,Bosa,Bogotá,Barrios Unidos,Bogotá,05:00:00,06:49:48,MOTO,Trabajo,-74.19024978,4.637628634,-74.07833611,4.678448442
3489,Barrios Unidos,Bogotá,Bosa,Bogotá,19:49:48,20:10:12,MOTO,Casa,-74.06141037,4.662786621,-74.19473314,4.622446562
3490,Usaquen,Bogotá,Los Martires,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.04740867,4.707239201,-74.08611131,4.606523939
3491,Los Martires,Bogotá,Usaquen,Bogotá,17:30:00,19:00:00,MOTO,Casa,-74.08177384,4.618618674,-74.01550426,4.817402674
3492,Engativa,Bogotá,Kennedy,Bogotá,09:04:12,10:01:12,MOTO,Trabajo,-74.11778468,4.687840509,-74.13124277,4.605751084
3493,Kennedy,Bogotá,Engativa,Bogotá,19:01:12,20:00:00,MOTO,Casa,-74.14119965,4.613773824,-74.10345628,4.658905204
3494,Usaquen,Bogotá,Usaquen,Bogotá,09:00:00,12:18:00,MOTO,Trabajo,-74.0220731,4.794069077,-74.03073446,4.799247265
3495,Usaquen,Bogotá,Usaquen,Bogotá,14:04:48,16:24:00,MOTO,Casa,-74.0188759,4.696547211,-74.04372403,4.743173003
3496,Usaquen,Bogotá,Santa Fe,Bogotá,05:40:12,06:25:12,MOTO,Trabajo,-74.01571587,4.757532196,-74.04630304,4.594263282
3497,Santa Fe,Bogotá,Usaquen,Bogotá,15:00:00,16:00:00,MOTO,Casa,-74.01065898,4.602686441,-74.01633174,4.793654713
3498,Usaquen,Bogotá,Engativa,Bogotá,06:30:00,07:19:48,MOTO,Trabajo,-74.0291964,4.721376645,-74.15691685,4.718582888
3499,Engativa,Bogotá,Usaquen,Bogotá,19:00:00,19:45:00,MOTO,Casa,-74.09545446,4.713570948,-74.04261268,4.712161619
3500,Suba,Bogotá,Engativa,Bogotá,06:30:00,07:40:12,MOTO,Trabajo,-74.04888906,4.737712974,-74.13690484,4.708801754
3501,Engativa,Bogotá,Suba,Bogotá,15:30:00,16:45:00,MOTO,Casa,-74.09577067,4.674154115,-74.06566526,4.776361424
3502,Barrios Unidos,Bogotá,Santa Fe,Bogotá,05:00:00,05:30:00,MOTO,Trabajo,-74.07866454,4.664889449,-74.02264601,4.593146363
3503,Santa Fe,Bogotá,Barrios Unidos,Bogotá,19:30:00,20:00:00,MOTO,Casa,-74.00399502,4.587157211,-74.07221138,4.659784521
3504,Suba,Bogotá,Suba,Bogotá,09:00:00,09:40:12,MOTO,Trabajo,-74.09921863,4.782971371,-74.07060267,4.732163029
3505,Suba,Bogotá,Suba,Bogotá,15:10:12,15:45:00,MOTO,Casa,-74.05514543,4.761337019,-74.10372436,4.74779461
3506,Chapinero,Bogotá,Chapinero,Bogotá,06:30:00,07:31:48,MOTO,Trabajo,-74.04540868,4.671539353,-74.02783574,4.618203611
3507,Chapinero,Bogotá,Chapinero,Bogotá,17:30:00,18:34:48,MOTO,Casa,-74.04857448,4.651428693,-74.03519613,4.632719217
3508,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,06:15:00,06:22:12,MOTO,Alguien,-74.07784138,4.683163963,-74.0841726,4.660478816
3509,Barrios Unidos,Bogotá,Suba,Bogotá,06:27:00,07:04:48,MOTO,Trabajo,-74.07863218,4.680699134,-74.07772687,4.75528793
3510,Suba,Bogotá,Barrios Unidos,Bogotá,16:00:00,16:30:00,MOTO,Casa,-74.047568,4.783305424,-74.0712825,4.68134253
3511,Barrios Unidos,Bogotá,Barrios Unidos,Bogotá,06:15:00,06:22:12,MOTO,Estudio,-74.08743408,4.668135972,-74.06936365,4.680510552
3512,Teusaquillo,Bogotá,Teusaquillo,Bogotá,06:00:00,06:10:12,MOTO,Trabajo,-74.09497059,4.659537148,-74.0884331,4.651770576
3513,Teusaquillo,Bogotá,Teusaquillo,Bogotá,16:19:48,16:30:00,MOTO,Casa,-74.08787768,4.630771594,-74.08787551,4.651401157
3514,Teusaquillo,Bogotá,Barrios Unidos,Bogotá,08:30:00,08:49:48,MOTO,Trabajo,-74.09086715,4.647601237,-74.07837861,4.671998636
3515,Barrios Unidos,Bogotá,Engativa,Bogotá,17:30:00,18:00:00,MOTO,Estudio,-74.07409864,4.683796185,-74.09931805,4.702857126
3516,Engativa,Bogotá,Teusaquillo,Bogotá,21:00:00,21:45:00,MOTO,Casa,-74.11645824,4.674769169,-74.08838192,4.648829877
3517,Chapinero,Bogotá,Chapinero,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-74.05207763,4.669623412,-74.03663825,4.629243871
3518,Chapinero,Bogotá,Chapinero,Bogotá,17:30:00,18:00:00,MOTO,Casa,-74.03444724,4.664572397,-74.02266247,4.642518499
3519,Chapinero,Bogotá,Santa Fe,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-73.99643698,4.622136711,-74.0045109,4.592717372
3520,Santa Fe,Bogotá,Chapinero,Bogotá,17:30:00,18:00:00,MOTO,Casa,-74.0418734,4.587208584,-74.01496703,4.630045135
3521,Teusaquillo,Bogotá,Teusaquillo,Bogotá,07:00:00,07:19:48,MOTO,Estudio,-74.09402485,4.651012681,-74.10579731,4.645529306
3522,Teusaquillo,Bogotá,Teusaquillo,Bogotá,13:00:00,13:19:48,MOTO,Casa,-74.08723034,4.642957854,-74.0736289,4.649212971
3523,Teusaquillo,Bogotá,Puente Aranda,Bogotá,17:30:00,18:00:00,MOTO,Diligencia,-74.08506863,4.642435872,-74.12655147,4.604709391
3524,Puente Aranda,Bogotá,Teusaquillo,Bogotá,21:00:00,21:30:00,MOTO,Casa,-74.11196213,4.632233782,-74.09454454,4.639187687
3525,Chapinero,Bogotá,Kennedy,Bogotá,10:00:00,10:30:00,MOTO,Trabajo,-74.05870426,4.665752641,-74.17133561,4.616417493
3526,Kennedy,Bogotá,Chapinero,Bogotá,16:30:00,17:00:00,MOTO,Casa,-74.14911999,4.622695532,-74.02987819,4.634476286
3527,Teusaquillo,Bogotá,Los Martires,Bogotá,08:30:00,09:00:00,MOTO,Trabajo,-74.08013581,4.630536823,-74.10262433,4.595731293
3528,Los Martires,Bogotá,Teusaquillo,Bogotá,18:30:00,19:00:00,MOTO,Casa,-74.08215216,4.614102583,-74.09212454,4.636176677
3529,Kennedy,Bogotá,Santa Fe,Bogotá,05:00:00,06:30:00,MOTO,Trabajo,-74.13911097,4.622572317,-73.99856728,4.609023746
3530,Santa Fe,Bogotá,Kennedy,Bogotá,17:00:00,19:00:00,MOTO,Casa,-74.01929926,4.603910928,-74.14073312,4.645833552
3531,Teusaquillo,Bogotá,Teusaquillo,Bogotá,08:00:00,08:19:48,MOTO,Trabajo,-74.08213989,4.635682425,-74.07231485,4.618733156
3532,Teusaquillo,Bogotá,Teusaquillo,Bogotá,17:00:00,17:30:00,MOTO,Casa,-74.08200617,4.648635548,-74.10095576,4.643033513
3533,Chapinero,Bogotá,Antonio Nariño,Bogotá,07:00:00,07:19:48,MOTO,Trabajo,-74.04551281,4.674450765,-74.08706213,4.587611313
3534,Antonio Nariño,Bogotá,Chapinero,Bogotá,15:19:48,15:45:00,MOTO,Diligencia,-74.10410335,4.584842959,-74.03988621,4.636071419
3535,Chapinero,Bogotá,Los Martires,Bogotá,10:19:12,10:24:00,MOTO,Diligencia,-74.04870629,4.622808149,-74.08889051,4.612647396
3536,Los Martires,Bogotá,Chapinero,Bogotá,13:21:00,16:22:12,MOTO,Casa,-74.07705406,4.613737202,-74.05169699,4.643565667
3537,Chapinero,Bogotá,Chapinero,Bogotá,11:19:12,11:43:12,MOTO,Trabajo,-74.052046,4.644100544,-74.06224132,4.639941075
3538,Chapinero,Bogotá,Chapinero,Bogotá,21:45:00,21:58:48,MOTO,Casa,-74.00352437,4.623039094,-74.01574655,4.669928572
3539,Chapinero,Bogotá,Teusaquillo,Bogotá,09:46:48,10:51:00,MOTO,Trabajo,-73.99131879,4.626236781,-74.10497777,4.646048989
3540,Teusaquillo,Bogotá,Chapinero,Bogotá,11:51:00,12:22:12,MOTO,Casa,-74.08300175,4.649314966,-74.04558138,4.663562875
3541,Chapinero,Bogotá,Usaquen,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-74.03022659,4.625565724,-74.0387703,4.740378882
3542,Usaquen,Bogotá,Chapinero,Bogotá,17:30:00,18:00:00,MOTO,Casa,-74.03538077,4.810951707,-74.02994993,4.632019936
3543,Ciudad Bolivar,Bogotá,Los Martires,Bogotá,04:30:00,05:00:00,MOTO,Trabajo,-74.17321145,4.596158596,-74.10060258,4.596719356
3544,Los Martires,Bogotá,Ciudad Bolivar,Bogotá,14:00:00,15:30:00,MOTO,Casa,-74.07848297,4.609144772,-74.13134567,4.498780493
3545,Ciudad Bolivar,Bogotá,Los Martires,Bogotá,04:30:00,05:00:00,MOTO,Trabajo,-74.16616455,4.49448586,-74.09483306,4.596113356
3546,Los Martires,Bogotá,Ciudad Bolivar,Bogotá,14:00:00,14:45:00,MOTO,Casa,-74.09976039,4.601399808,-74.14490655,4.563466623
3547,Chapinero,Bogotá,Engativa,Bogotá,17:00:00,17:49:48,MOTO,Trabajo,-74.03300863,4.63708786,-74.13856703,4.713440575
3548,Suba,Bogotá,Chapinero,Bogotá,09:00:00,09:34:48,MOTO,Trabajo,-74.10359953,4.738717115,-74.04050412,4.629328928
3549,Chapinero,Bogotá,Suba,Bogotá,15:00:00,15:45:00,MOTO,Casa,-74.03216478,4.620958811,-74.10475565,4.770873136
3550,Engativa,Bogotá,Usaquen,Bogotá,12:00:00,12:40:12,MOTO,Trabajo,-74.11796729,4.69547211,-74.03101282,4.738114814
3551,Chapinero,Bogotá,Chapinero,Bogotá,07:00:00,07:07:12,MOTO,Trabajo,-74.05405268,4.65073858,-74.04991816,4.654857755
3552,Chapinero,Bogotá,Chapinero,Bogotá,13:49:48,14:10:12,MOTO,Casa,-74.02987071,4.651001131,-74.04148595,4.627916299
3553,Chapinero,Bogotá,Chapinero,Bogotá,18:30:00,19:10:12,MOTO,Trabajo,-74.01704123,4.635615387,-74.05780853,4.65739251
3554,Chapinero,Bogotá,Chapinero,Bogotá,21:30:00,21:45:00,MOTO,Casa,-74.05494756,4.646588379,-74.06347327,4.645863177
3555,Chapinero,Bogotá,Kennedy,Bogotá,18:00:00,19:00:00,MOTO,Salud,-74.02835613,4.671076475,-74.17604638,4.60938357
3556,Kennedy,Bogotá,Chapinero,Bogotá,01:00:00,03:00:00,MOTO,Casa,-74.16404568,4.640523148,-74.0230038,4.638687552
3557,Chapinero,Bogotá,Usaquen,Bogotá,08:00:00,08:04:48,MOTO,Trabajo,-74.03136484,4.629152122,-74.03252742,4.813032922
3558,Usaquen,Bogotá,Chapinero,Bogotá,14:00:00,14:10:12,MOTO,Casa,-74.04642762,4.706342943,-74.02069649,4.668989568
3559,Chapinero,Bogotá,Puente Aranda,Bogotá,06:00:00,07:30:00,MOTO,Trabajo,-74.05064732,4.646338623,-74.12420895,4.602312263
3560,Puente Aranda,Bogotá,Chapinero,Bogotá,17:00:00,18:30:00,MOTO,Casa,-74.11277239,4.638426123,-74.04579324,4.664456027
3561,Usme,Bogotá,Santa Fe,Bogotá,06:15:00,07:37:48,MOTO,Trabajo,-74.0833879,4.468158921,-74.04939641,4.57914166
3562,Santa Fe,Bogotá,Usme,Bogotá,14:30:00,17:48:00,MOTO,Casa,-74.01496973,4.609717747,-74.13509283,4.34893792
3563,Engativa,Bogotá,Suba,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.13472783,4.72676348,-74.10562648,4.761582728
3564,Suba,Bogotá,Engativa,Bogotá,18:00:00,19:00:00,MOTO,Casa,-74.0775019,4.806061882,-74.12924296,4.717726152
3565,Ciudad Bolivar,Bogotá,Santa Fe,Bogotá,04:30:00,05:49:48,MOTO,Trabajo,-74.14154969,4.519351946,-74.01874463,4.582199815
3566,Santa Fe,Bogotá,Ciudad Bolivar,Bogotá,17:30:00,19:40:12,MOTO,Casa,-74.05213707,4.590506457,-74.13731986,4.500405902
3567,Ciudad Bolivar,Bogotá,Barrios Unidos,Bogotá,05:00:00,06:30:00,MOTO,Trabajo,-74.14709125,4.561115088,-74.0683546,4.665752199
3568,Barrios Unidos,Bogotá,Ciudad Bolivar,Bogotá,19:10:12,21:15:00,MOTO,Casa,-74.06863293,4.657239693,-74.15626222,4.528705051
3569,Ciudad Bolivar,Bogotá,Chapinero,Bogotá,13:00:00,13:10:12,MOTO,Diligencia,-74.15205468,4.473860721,-74.05901035,4.640659133
3570,Chapinero,Bogotá,Ciudad Bolivar,Bogotá,19:55:12,20:00:00,MOTO,Casa,-73.99011485,4.629050456,-74.154752,4.438728896
3571,Kennedy,Bogotá,Teusaquillo,Bogotá,06:15:00,07:00:00,MOTO,Diligencia,-74.13481572,4.611604315,-74.0888257,4.651557094
3572,Teusaquillo,Bogotá,Kennedy,Bogotá,18:30:00,20:00:00,MOTO,Casa,-74.08089914,4.630861755,-74.14095479,4.629831474
3573,Kennedy,Bogotá,Santa Fe,Bogotá,16:30:00,17:30:00,MOTO,Recreacion,-74.17489679,4.622883106,-74.01819511,4.573837413
3574,Kennedy,Bogotá,Kennedy,Bogotá,06:00:00,06:19:48,MOTO,Trabajo,-74.16230189,4.646624857,-74.1334308,4.604916047
3575,Kennedy,Bogotá,Kennedy,Bogotá,17:30:00,18:00:00,MOTO,Casa,-74.14596236,4.645583502,-74.14878373,4.600212749
3576,Suba,Bogotá,Suba,Bogotá,12:40:12,12:55:12,MOTO,Trabajo,-74.09774934,4.78428437,-74.07629145,4.752044393
3577,Suba,Bogotá,Suba,Bogotá,10:00:00,10:34:48,MOTO,Trabajo,-74.10268504,4.759307491,-74.10391446,4.774416202
3578,Suba,Bogotá,Suba,Bogotá,18:04:48,18:40:12,MOTO,Casa,-74.07596022,4.726815511,-74.06425863,4.793521608
3579,Fontibon,Bogotá,Kennedy,Bogotá,06:10:12,06:52:12,MOTO,Trabajo,-74.15459778,4.677815736,-74.16769141,4.621415151
3580,Kennedy,Bogotá,Fontibon,Bogotá,18:30:00,19:34:48,MOTO,Casa,-74.16207256,4.61326175,-74.15543203,4.704935828
