,comuna_o,municipio_o,comuna_d,municipio_d,hora_o,hora_d,modo_tte,motivo_viaje,o_long,o_lat,d_long,d_lat
3218,Kennedy,Bogotá,Kennedy,Bogotá,21:00:00,22:00:00,MOTO,Casa,-74.13074305,4.64230027,-74.13925465,4.637514832
3219,Kennedy,Bogotá,Kennedy,Bogotá,09:00:00,09:30:00,MOTO,Diligencia,-74.15109779,4.619708331,-74.15279675,4.63529061
3220,Kennedy,Bogotá,Kennedy,Bogotá,12:00:00,12:30:00,MOTO,Casa,-74.1447613,4.616911882,-74.14583911,4.622727992
3221,Kennedy,Bogotá,Bosa,Bogotá,15:30:00,15:34:48,MOTO,Salud,-74.15801222,4.6266891,-74.19555783,4.632399423
3222,Bosa,Bogotá,Kennedy,Bogotá,15:49:48,16:00:00,MOTO,Casa,-74.16815597,4.599542278,-74.13926789,4.636314529
3223,Chapinero,Bogotá,Puente Aranda,Bogotá,13:30:00,14:00:00,MOTO,Trabajo,-74.05144105,4.624044365,-74.12501546,4.619415861
3224,Puente Aranda,Bogotá,Chapinero,Bogotá,21:45:00,22:30:00,MOTO,Casa,-74.09858048,4.607207194,-74.03404468,4.664566986
3225,Engativa,Bogotá,Usaquen,Bogotá,06:00:00,08:04:48,MOTO,Estudio,-74.08938558,4.705542113,-74.02208547,4.769815802
3226,Usaquen,Bogotá,Engativa,Bogotá,13:00:00,14:34:48,MOTO,Casa,-74.02472013,4.794588217,-74.12675444,4.713269192
3227,Engativa,Bogotá,Chapinero,Bogotá,06:30:00,07:19:48,MOTO,Trabajo,-74.14903976,4.714147884,-74.0388658,4.662537562
3228,Chapinero,Bogotá,Engativa,Bogotá,12:34:48,13:15:00,MOTO,Casa,-74.06146373,4.634340074,-74.1314736,4.706010167
3229,Ciudad Bolivar,Bogotá,Fontibon,Bogotá,06:00:00,07:45:00,MOTO,Trabajo,-74.12142771,4.49050273,-74.12266176,4.673438364
3230,Fontibon,Bogotá,Ciudad Bolivar,Bogotá,18:00:00,20:00:00,MOTO,Casa,-74.13138999,4.690123953,-74.17139921,4.445961037
3231,Ciudad Bolivar,Bogotá,Fontibon,Bogotá,06:00:00,07:45:00,MOTO,Trabajo,-74.14507234,4.559906596,-74.16484128,4.692383069
3232,Fontibon,Bogotá,Ciudad Bolivar,Bogotá,18:00:00,20:00:00,MOTO,Casa,-74.11572748,4.650057908,-74.14097597,4.496809566
3233,Ciudad Bolivar,Bogotá,Tunjuelito,Bogotá,04:00:00,04:19:48,MOTO,Alguien,-74.13078414,4.496049337,-74.14819109,4.584948509
3234,Tunjuelito,Bogotá,Ciudad Bolivar,Bogotá,04:30:00,04:49:48,MOTO,Casa,-74.12560232,4.553943823,-74.1702307,4.475470455
3235,Ciudad Bolivar,Bogotá,Tunjuelito,Bogotá,09:00:00,09:30:00,MOTO,Diligencia,-74.13330123,4.54176596,-74.12480358,4.550636532
3236,Tunjuelito,Bogotá,Ciudad Bolivar,Bogotá,09:34:48,10:10:12,MOTO,Casa,-74.13031465,4.588205972,-74.17367863,4.405378497
3237,Kennedy,Bogotá,Chapinero,Bogotá,05:00:00,06:00:00,MOTO,Trabajo,-74.15815916,4.616136929,-74.04058497,4.630459867
3238,Chapinero,Bogotá,Kennedy,Bogotá,20:00:00,21:00:00,MOTO,Casa,-74.03535991,4.646214255,-74.16884863,4.630636744
3239,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,05:00:00,05:19:48,MOTO,Trabajo,-74.13605537,4.607372178,-74.18656861,4.446785843
3240,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,14:00:00,14:30:00,MOTO,Casa,-74.17774618,4.427627202,-74.16890651,4.631365912
3241,Kennedy,Bogotá,Teusaquillo,Bogotá,05:00:00,06:00:00,MOTO,Trabajo,-74.14186562,4.653015079,-74.07283573,4.62665471
3242,Teusaquillo,Bogotá,Kennedy,Bogotá,14:10:12,15:10:12,MOTO,Casa,-74.06674916,4.647944673,-74.14331809,4.611354475
3243,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,05:30:00,05:49:48,MOTO,Trabajo,-74.14525096,4.627538459,-74.14566246,4.483628849
3244,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,14:00:00,14:45:00,MOTO,Casa,-74.16202058,4.582483823,-74.14442395,4.63377861
3245,Ciudad Bolivar,Bogotá,Suba,Bogotá,04:00:00,05:45:00,MOTO,Trabajo,-74.15313802,4.56700002,-74.07209397,4.82816796
3246,Suba,Bogotá,Ciudad Bolivar,Bogotá,18:00:00,20:00:00,MOTO,Casa,-74.09920114,4.789157191,-74.14405047,4.554090718
3247,Ciudad Bolivar,Bogotá,Suba,Bogotá,04:00:00,05:30:00,MOTO,Trabajo,-74.13515833,4.525265386,-74.05983085,4.715374257
3248,Suba,Bogotá,Ciudad Bolivar,Bogotá,18:00:00,20:00:00,MOTO,Casa,-74.07760156,4.741745043,-74.17367404,4.438975312
3249,San Cristóbal,Bogotá,Teusaquillo,Bogotá,10:00:00,11:00:00,MOTO,Trabajo,-74.08532939,4.536288735,-74.10173099,4.654940916
3250,Teusaquillo,Bogotá,San Cristóbal,Bogotá,18:00:00,19:30:00,MOTO,Casa,-74.07948665,4.64567787,-74.06423976,4.5525476
3251,San Cristóbal,Bogotá,Kennedy,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.09015767,4.552195675,-74.16648699,4.645690587
3252,Kennedy,Bogotá,San Cristóbal,Bogotá,18:00:00,19:00:00,MOTO,Casa,-74.13018681,4.639636471,-74.05246007,4.51449719
3253,Candelaria,Bogotá,San Cristóbal,Bogotá,15:00:00,15:30:00,MOTO,Casa,-74.06484041,4.599446272,-74.03878965,4.570324531
3254,Suba,Bogotá,Barrios Unidos,Bogotá,13:25:12,13:49:48,MOTO,Trabajo,-74.06241339,4.816591721,-74.07236128,4.668283627
3255,Barrios Unidos,Bogotá,Suba,Bogotá,22:04:48,22:40:12,MOTO,Casa,-74.08566209,4.669434699,-74.06044882,4.710532908
3256,Ciudad Bolivar,Bogotá,Barrios Unidos,Bogotá,05:30:00,06:30:00,MOTO,Trabajo,-74.17182085,4.47977528,-74.07734771,4.672777
3257,Ciudad Bolivar,Bogotá,Barrios Unidos,Bogotá,05:30:00,06:30:00,MOTO,Diligencia,-74.14355127,4.567027317,-74.05982557,4.680035125
3258,Barrios Unidos,Bogotá,Santa Fe,Bogotá,06:34:48,07:45:00,MOTO,Trabajo,-74.07694509,4.657593733,-74.08375926,4.592840867
3259,Santa Fe,Bogotá,Ciudad Bolivar,Bogotá,18:00:00,19:19:48,MOTO,Casa,-74.0767285,4.586704307,-74.20291737,4.402351561
3260,Ciudad Bolivar,Bogotá,Usme,Bogotá,05:19:48,05:49:48,MOTO,Trabajo,-74.17504279,4.528590326,-74.13907505,4.313936395
3261,Usme,Bogotá,Ciudad Bolivar,Bogotá,17:00:00,17:30:00,MOTO,Casa,-74.13330253,4.398438932,-74.15937081,4.420883611
3262,Engativa,Bogotá,Engativa,Bogotá,06:40:12,07:10:12,MOTO,Trabajo,-74.10457822,4.671589001,-74.11135492,4.709979276
3263,Engativa,Bogotá,Engativa,Bogotá,16:00:00,16:19:48,MOTO,Casa,-74.11460961,4.732853944,-74.10370816,4.657226257
3264,Fontibon,Bogotá,Chapinero,Bogotá,07:00:00,07:30:00,MOTO,Diligencia,-74.146212,4.671816341,-74.03610284,4.661956919
3265,Chapinero,Bogotá,Fontibon,Bogotá,14:19:48,15:00:00,MOTO,Casa,-74.04954747,4.668474884,-74.13950573,4.70067009
3266,Kennedy,Bogotá,Candelaria,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-74.13821768,4.611570654,-74.06352235,4.601209774
3267,Candelaria,Bogotá,Kennedy,Bogotá,18:00:00,18:30:00,MOTO,Casa,-74.06827073,4.591274271,-74.17761611,4.631754885
3268,Engativa,Bogotá,Fontibon,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.11330758,4.728969076,-74.15372248,4.712563514
3269,Fontibon,Bogotá,Engativa,Bogotá,17:00:00,18:00:00,MOTO,Casa,-74.13847583,4.679799941,-74.09943425,4.662021588
3270,Suba,Bogotá,Puente Aranda,Bogotá,07:31:48,08:34:12,MOTO,Estudio,-74.05382969,4.741447291,-74.10235711,4.602048463
3271,Puente Aranda,Bogotá,Suba,Bogotá,11:34:48,12:49:48,MOTO,Casa,-74.12997611,4.601722484,-74.06742917,4.810012723
3272,Puente Aranda,Bogotá,Puente Aranda,Bogotá,06:00:00,07:30:00,MOTO,Trabajo,-74.11316672,4.614967659,-74.12920439,4.605745762
3273,Usaquen,Bogotá,Usaquen,Bogotá,06:00:00,06:30:00,MOTO,Diligencia,-74.03651134,4.724714873,-74.01292049,4.702609118
3274,Ciudad Bolivar,Bogotá,Usme,Bogotá,14:00:00,14:30:00,MOTO,Trabajo,-74.15339613,4.57469206,-74.19909471,4.374304014
3275,Usme,Bogotá,Ciudad Bolivar,Bogotá,23:00:00,23:30:00,MOTO,Casa,-74.12379691,4.331950076,-74.16218521,4.408505866
3276,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,08:30:00,09:00:00,MOTO,Trabajo,-74.14643646,4.420747374,-74.18457596,4.448409631
3277,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,20:00:00,20:15:00,MOTO,Casa,-74.12981681,4.507935539,-74.20390547,4.41705049
3278,Fontibon,Bogotá,Fontibon,Bogotá,07:30:00,08:30:00,MOTO,Trabajo,-74.16722658,4.681706859,-74.11054288,4.659361817
3279,Fontibon,Bogotá,Fontibon,Bogotá,19:00:00,21:00:00,MOTO,Casa,-74.1443645,4.671379426,-74.16176005,4.688626106
3280,Fontibon,Bogotá,Teusaquillo,Bogotá,06:30:00,07:00:00,MOTO,Trabajo,-74.15458841,4.673850215,-74.09640127,4.632743915
3281,Teusaquillo,Bogotá,Fontibon,Bogotá,17:00:00,17:30:00,MOTO,Casa,-74.07879606,4.635240386,-74.14943306,4.675509325
3282,Chapinero,Bogotá,Usme,Bogotá,07:33:00,08:40:48,MOTO,Estudio,-74.05626654,4.679266901,-74.19381881,4.315004521
3283,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,04:30:00,05:10:12,MOTO,Trabajo,-74.17747583,4.436334274,-74.10907787,4.623872949
3284,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,04:30:00,05:10:12,MOTO,Diligencia,-74.17436667,4.565517835,-74.1197964,4.604504733
3285,Puente Aranda,Bogotá,Ciudad Bolivar,Bogotá,05:10:12,05:49:48,MOTO,Casa,-74.10973355,4.622794733,-74.16069123,4.508490598
3286,Kennedy,Bogotá,Kennedy,Bogotá,08:00:00,08:34:48,MOTO,Diligencia,-74.17300647,4.61357902,-74.14951996,4.650222249
3287,Kennedy,Bogotá,Kennedy,Bogotá,14:00:00,14:45:00,MOTO,Casa,-74.1815548,4.638153667,-74.15251567,4.653413195
3288,Kennedy,Bogotá,Chapinero,Bogotá,05:30:00,07:30:00,MOTO,Trabajo,-74.14070656,4.647059043,-74.02486046,4.639207255
3289,Chapinero,Bogotá,Kennedy,Bogotá,16:30:00,17:30:00,MOTO,Casa,-74.03758512,4.660743401,-74.17579492,4.630573633
3290,San Cristóbal,Bogotá,San Cristóbal,Bogotá,05:00:00,06:30:00,MOTO,Trabajo,-74.06186944,4.519290105,-74.05822756,4.532602587
3291,Kennedy,Bogotá,Chapinero,Bogotá,06:10:12,08:00:00,MOTO,Trabajo,-74.16327312,4.608824625,-74.05767787,4.641833194
3292,Chapinero,Bogotá,Kennedy,Bogotá,17:30:00,19:30:00,MOTO,Casa,-74.03621359,4.644821032,-74.15828635,4.628470128
3293,Fontibon,Bogotá,Usaquen,Bogotá,07:00:00,08:15:00,MOTO,Trabajo,-74.14399792,4.685240823,-74.02644991,4.741765675
3294,Usaquen,Bogotá,Fontibon,Bogotá,15:00:00,16:30:00,MOTO,Casa,-74.03498072,4.709086477,-74.16136849,4.70377163
3295,Fontibon,Bogotá,Teusaquillo,Bogotá,07:10:12,08:00:00,MOTO,Trabajo,-74.14536518,4.671237428,-74.08049588,4.625876795
3296,Teusaquillo,Bogotá,Fontibon,Bogotá,18:00:00,19:04:48,MOTO,Casa,-74.07406712,4.622351302,-74.13478147,4.686678642
3297,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,21:30:00,22:45:00,MOTO,Casa,-74.17678699,4.445912634,-74.16702975,4.49930375
3298,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,07:00:00,07:15:00,MOTO,Alguien,-74.14881262,4.531797775,-74.13784182,4.499685671
3299,Ciudad Bolivar,Bogotá,Rafael Uribe Uribe,Bogotá,07:19:48,07:40:12,MOTO,Salud,-74.17304943,4.46262449,-74.11223145,4.58687116
3300,Rafael Uribe Uribe,Bogotá,Ciudad Bolivar,Bogotá,08:30:00,08:49:48,MOTO,Casa,-74.12496242,4.573260224,-74.14718962,4.390803969
3301,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,07:00:00,07:15:00,MOTO,Estudio,-74.15834622,4.557323905,-74.16307713,4.557064148
3302,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,13:10:12,13:30:00,MOTO,Casa,-74.15515954,4.523377289,-74.17561136,4.435833108
3303,Engativa,Bogotá,Barrios Unidos,Bogotá,07:00:00,07:49:48,MOTO,Trabajo,-74.09514362,4.679742014,-74.07032142,4.656289264
3304,Barrios Unidos,Bogotá,Engativa,Bogotá,17:00:00,17:49:48,MOTO,Casa,-74.08136494,4.681947904,-74.13269658,4.712202401
3305,Suba,Bogotá,Suba,Bogotá,11:00:00,11:15:00,MOTO,Trabajo,-74.06895677,4.69037318,-74.05094774,4.822928625
3306,Suba,Bogotá,Suba,Bogotá,18:00:00,18:19:48,MOTO,Casa,-74.09755239,4.781779872,-74.08318503,4.778759129
3307,Suba,Bogotá,Candelaria,Bogotá,13:00:00,13:42:00,MOTO,Trabajo,-74.07163603,4.713701009,-74.07455979,4.599604268
3308,Candelaria,Bogotá,Suba,Bogotá,22:00:00,22:42:00,MOTO,Casa,-74.06108672,4.601996844,-74.10497098,4.780652354
3309,Engativa,Bogotá,Fontibon,Bogotá,06:10:12,06:49:48,MOTO,Trabajo,-74.13567032,4.718711529,-74.16127785,4.685636583
3310,Fontibon,Bogotá,Engativa,Bogotá,17:00:00,17:45:00,MOTO,Casa,-74.14442817,4.692798449,-74.12392885,4.696835365
3311,Chapinero,Bogotá,Engativa,Bogotá,07:09:00,07:25:48,MOTO,Trabajo,-74.00602283,4.61578571,-74.12432898,4.738209087
3312,Engativa,Bogotá,Chapinero,Bogotá,21:25:48,23:27:00,MOTO,Casa,-74.12671706,4.715602399,-74.04545227,4.641918921
3313,Ciudad Bolivar,Bogotá,Chapinero,Bogotá,06:30:00,08:00:00,MOTO,Trabajo,-74.20391345,4.391811201,-74.04803247,4.675422958
3314,Chapinero,Bogotá,Ciudad Bolivar,Bogotá,19:00:00,20:01:12,MOTO,Casa,-74.02185232,4.670136944,-74.13915602,4.525048468
3315,Usme,Bogotá,Santa Fe,Bogotá,05:00:00,06:30:00,MOTO,Trabajo,-74.08469701,4.483946763,-74.00595025,4.612397954
3316,Santa Fe,Bogotá,Usme,Bogotá,17:00:00,19:00:00,MOTO,Casa,-74.00617662,4.581966762,-74.17319058,4.368835648
3317,Suba,Bogotá,Chapinero,Bogotá,05:00:00,05:30:00,MOTO,Trabajo,-74.09485003,4.746641596,-73.98983841,4.626167725
3318,Chapinero,Bogotá,Suba,Bogotá,18:27:00,19:06:00,MOTO,Casa,-74.03942834,4.648878365,-74.09702422,4.727806771
3319,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,13:00:00,13:30:00,MOTO,Trabajo,-74.16666811,4.390274535,-74.17942794,4.393309035
3320,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,22:00:00,22:30:00,MOTO,Casa,-74.18150618,4.432110634,-74.16150045,4.412154485
3321,Chapinero,Bogotá,Barrios Unidos,Bogotá,10:30:00,11:33:00,MOTO,Trabajo,-74.04750486,4.630542734,-74.09225797,4.667244652
3322,Barrios Unidos,Bogotá,Chapinero,Bogotá,19:34:12,21:34:12,MOTO,Casa,-74.07509176,4.655728766,-74.04965898,4.628856854
3323,Los Martires,Bogotá,Rafael Uribe Uribe,Bogotá,06:31:12,07:16:48,MOTO,Trabajo,-74.08305476,4.622553594,-74.11621154,4.547145411
3324,Rafael Uribe Uribe,Bogotá,Los Martires,Bogotá,15:18:00,16:19:12,MOTO,Casa,-74.10891812,4.586262239,-74.0825849,4.619385298
3325,Kennedy,Bogotá,Kennedy,Bogotá,15:00:00,16:00:00,MOTO,Trabajo,-74.13230103,4.638788155,-74.14229279,4.616370898
3326,Kennedy,Bogotá,Kennedy,Bogotá,23:00:00,23:45:00,MOTO,Casa,-74.15988521,4.637734617,-74.15880896,4.617250701
3327,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,14:00:00,15:00:00,MOTO,Trabajo,-74.18437462,4.441832628,-74.11037453,4.639798988
3328,Puente Aranda,Bogotá,Ciudad Bolivar,Bogotá,23:00:00,23:30:00,MOTO,Casa,-74.10933296,4.614099615,-74.14769979,4.509734317
3329,Fontibon,Bogotá,Puente Aranda,Bogotá,07:13:48,07:45:00,MOTO,Trabajo,-74.16386126,4.683158741,-74.10524243,4.638247837
3330,Puente Aranda,Bogotá,Fontibon,Bogotá,18:00:00,18:40:12,MOTO,Casa,-74.1052106,4.620193926,-74.13306727,4.686072471
3331,Ciudad Bolivar,Bogotá,Bosa,Bogotá,08:15:00,08:45:00,MOTO,Estudio,-74.15748248,4.510157184,-74.20079823,4.617928023
3332,Bosa,Bogotá,Ciudad Bolivar,Bogotá,10:30:00,11:00:00,MOTO,Casa,-74.19629058,4.625889194,-74.14475331,4.423345183
3333,Kennedy,Bogotá,Teusaquillo,Bogotá,05:30:00,07:49:48,MOTO,Trabajo,-74.13409352,4.61776335,-74.08072243,4.630985667
3334,Teusaquillo,Bogotá,Kennedy,Bogotá,17:00:00,20:00:00,MOTO,Casa,-74.08255511,4.626244691,-74.16573126,4.605947186
3335,Ciudad Bolivar,Bogotá,Usaquen,Bogotá,05:30:00,07:30:00,MOTO,Trabajo,-74.18003862,4.408884404,-74.02693018,4.816979898
3336,Fontibon,Bogotá,Chapinero,Bogotá,06:30:00,06:55:12,MOTO,Estudio,-74.15691623,4.661945777,-74.04244368,4.621785322
3337,Chapinero,Bogotá,Fontibon,Bogotá,12:01:48,12:25:12,MOTO,Casa,-74.06263738,4.627396383,-74.1460658,4.665021568
3338,Kennedy,Bogotá,Kennedy,Bogotá,06:30:00,07:00:00,MOTO,Trabajo,-74.18096012,4.638977915,-74.15798041,4.619439745
3339,Kennedy,Bogotá,Kennedy,Bogotá,16:30:00,17:00:00,MOTO,Casa,-74.17513068,4.632264713,-74.1400504,4.629397005
3340,Kennedy,Bogotá,Puente Aranda,Bogotá,10:25:48,11:00:00,MOTO,Trabajo,-74.13498889,4.64643515,-74.11539448,4.6269334
3341,Puente Aranda,Bogotá,Tunjuelito,Bogotá,13:31:12,13:39:00,MOTO,Diligencia,-74.11553232,4.629463595,-74.1321654,4.573867526
3342,Tunjuelito,Bogotá,Kennedy,Bogotá,13:45:00,14:31:12,MOTO,Casa,-74.13108672,4.575965271,-74.16580319,4.620162133
3343,Kennedy,Bogotá,Puente Aranda,Bogotá,10:33:00,10:52:48,MOTO,Trabajo,-74.13369389,4.613013668,-74.10279573,4.619983552
3344,Puente Aranda,Bogotá,Tunjuelito,Bogotá,10:58:48,12:36:00,MOTO,Alguien,-74.1171783,4.628620175,-74.13500626,4.588977973
3345,Tunjuelito,Bogotá,Kennedy,Bogotá,13:37:12,14:37:12,MOTO,Casa,-74.13055405,4.586870128,-74.13754319,4.636971771
3346,Chapinero,Bogotá,Los Martires,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.06148485,4.64368652,-74.08570923,4.599511808
3347,Los Martires,Bogotá,Chapinero,Bogotá,16:00:00,17:00:00,MOTO,Casa,-74.08278586,4.603308635,-74.06186111,4.655332177
3348,Kennedy,Bogotá,Chapinero,Bogotá,07:30:00,08:10:12,MOTO,Trabajo,-74.15121049,4.636903896,-74.04139293,4.647918983
3349,Chapinero,Bogotá,Kennedy,Bogotá,17:00:00,18:00:00,MOTO,Casa,-73.99844943,4.621174745,-74.16086958,4.63410203
3350,Kennedy,Bogotá,Usaquen,Bogotá,06:19:48,07:04:48,MOTO,Trabajo,-74.15019555,4.642453926,-74.04517678,4.695598491
3351,Usaquen,Bogotá,Kennedy,Bogotá,17:15:00,18:10:12,MOTO,Casa,-74.04461546,4.731701685,-74.12759865,4.624145317
3352,Ciudad Bolivar,Bogotá,Chapinero,Bogotá,06:00:00,06:43:48,MOTO,Trabajo,-74.16633714,4.425581368,-74.03684737,4.674202722
3353,Ciudad Bolivar,Bogotá,Engativa,Bogotá,06:00:00,07:49:48,MOTO,Trabajo,-74.1686708,4.530783987,-74.12343037,4.712617199
3354,Engativa,Bogotá,Ciudad Bolivar,Bogotá,19:30:00,21:19:48,MOTO,Casa,-74.11633828,4.728340741,-74.16921589,4.539140405
3355,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,11:00:00,11:40:12,MOTO,Recreacion,-74.18561894,4.398618666,-74.14797904,4.618758537
3356,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,13:30:00,14:10:12,MOTO,Casa,-74.16459298,4.654774541,-74.15008141,4.508141748
3357,Suba,Bogotá,Suba,Bogotá,19:00:00,19:10:12,MOTO,Recreacion,-74.07892621,4.812413485,-74.09890456,4.79481055
3358,Suba,Bogotá,Suba,Bogotá,22:30:00,22:33:00,MOTO,Casa,-74.10582374,4.761684177,-74.11035038,4.752389683
3359,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,04:00:00,04:19:48,MOTO,Trabajo,-74.15729571,4.404426995,-74.18694559,4.430052271
3360,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,13:00:00,13:48:00,MOTO,Casa,-74.17777662,4.536085568,-74.13199449,4.500240631
3361,Kennedy,Bogotá,Suba,Bogotá,06:30:00,07:49:48,MOTO,Trabajo,-74.16169406,4.638969273,-74.09640293,4.79288578
3362,Suba,Bogotá,Kennedy,Bogotá,17:00:00,18:45:00,MOTO,Casa,-74.0986791,4.777415751,-74.127398,4.622242766
3363,Ciudad Bolivar,Bogotá,Teusaquillo,Bogotá,11:30:00,12:30:00,MOTO,Trabajo,-74.18444951,4.400114294,-74.08158003,4.645761059
3364,Teusaquillo,Bogotá,Ciudad Bolivar,Bogotá,20:00:00,21:30:00,MOTO,Casa,-74.10026624,4.639278513,-74.1617586,4.464454634
3365,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,12:30:00,12:37:48,MOTO,Recreacion,-74.13347933,4.475650471,-74.18679676,4.446314647
3366,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,13:12:00,13:19:48,MOTO,Casa,-74.14650422,4.399235338,-74.17923805,4.450942558
3367,Chapinero,Bogotá,Teusaquillo,Bogotá,16:49:48,17:40:12,MOTO,Estudio,-74.04376937,4.659028557,-74.09968313,4.65028273
3368,Teusaquillo,Bogotá,Chapinero,Bogotá,22:00:00,22:49:48,MOTO,Casa,-74.07815025,4.648278,-74.0426304,4.635166075
3369,Chapinero,Bogotá,Teusaquillo,Bogotá,06:15:00,07:15:00,MOTO,Estudio,-74.028371,4.622987645,-74.09480188,4.649386363
3370,Teusaquillo,Bogotá,Chapinero,Bogotá,14:19:48,15:19:48,MOTO,Casa,-74.08170124,4.637479794,-74.02120167,4.671378544
3371,Usaquen,Bogotá,Chapinero,Bogotá,07:30:00,08:00:00,MOTO,Trabajo,-74.03908309,4.680979992,-74.02935977,4.636748145
3372,Chapinero,Bogotá,Usaquen,Bogotá,14:30:00,15:00:00,MOTO,Casa,-74.03107936,4.643856703,-74.03638147,4.760469394
3373,Chapinero,Bogotá,Chapinero,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.04058279,4.646683711,-74.02932988,4.64856567
3374,Chapinero,Bogotá,Chapinero,Bogotá,17:45:00,18:45:00,MOTO,Casa,-74.04978246,4.65897014,-74.03631252,4.620757104
3375,Chapinero,Bogotá,Chapinero,Bogotá,09:00:00,09:40:12,MOTO,Salud,-74.05265477,4.652491039,-74.02723146,4.620153991
3376,Chapinero,Bogotá,Chapinero,Bogotá,13:55:12,14:34:48,MOTO,Casa,-74.03100619,4.622943747,-74.04871691,4.634242926
3377,Chapinero,Bogotá,Chapinero,Bogotá,13:15:00,13:55:12,MOTO,Diligencia,-74.05704382,4.631817064,-74.02564828,4.639129757
3378,Chapinero,Bogotá,Chapinero,Bogotá,22:10:12,22:49:48,MOTO,Casa,-74.04364979,4.662016412,-74.04540406,4.66011651
3379,Chapinero,Bogotá,Chapinero,Bogotá,07:30:00,08:00:00,MOTO,Trabajo,-74.03956936,4.67588835,-74.05314791,4.629700134
3380,Chapinero,Bogotá,Chapinero,Bogotá,17:00:00,17:30:00,MOTO,Casa,-74.03473464,4.630585544,-74.02504564,4.620204207
3381,Chapinero,Bogotá,Chapinero,Bogotá,10:00:00,10:34:48,MOTO,Trabajo,-74.0553049,4.647569478,-74.03869551,4.677084012
3382,Chapinero,Bogotá,Chapinero,Bogotá,18:55:12,19:30:00,MOTO,Casa,-74.0595686,4.672542042,-74.04470567,4.625254263
3383,Chapinero,Bogotá,Chapinero,Bogotá,10:00:00,10:07:12,MOTO,Trabajo,-74.03400365,4.646285919,-74.02406376,4.670803876
3384,Chapinero,Bogotá,Chapinero,Bogotá,17:22:48,17:30:00,MOTO,Casa,-74.05633985,4.629216009,-74.0427766,4.659937324
3385,Engativa,Bogotá,Suba,Bogotá,07:30:00,08:00:00,MOTO,Trabajo,-74.11155436,4.674865115,-74.10498976,4.739982553
3386,Suba,Bogotá,Engativa,Bogotá,17:00:00,17:40:12,MOTO,Casa,-74.05381193,4.78726636,-74.10185094,4.664236773
3387,Kennedy,Bogotá,Kennedy,Bogotá,06:07:48,07:04:48,MOTO,Trabajo,-74.13224433,4.615739794,-74.15266194,4.655353473
3388,Kennedy,Bogotá,Kennedy,Bogotá,16:45:00,16:48:00,MOTO,Diligencia,-74.14495921,4.61515941,-74.15378687,4.618451007
3389,Kennedy,Bogotá,Kennedy,Bogotá,17:00:00,17:19:48,MOTO,Casa,-74.16207599,4.607448106,-74.15256145,4.632694629
3390,Bosa,Bogotá,Kennedy,Bogotá,17:00:00,17:34:12,MOTO,Casa,-74.21008963,4.624530354,-74.12950054,4.646081631
3391,Engativa,Bogotá,Antonio Nariño,Bogotá,17:00:00,18:00:00,MOTO,Trabajo,-74.1077284,4.66160038,-74.10964376,4.592478553
3392,Antonio Nariño,Bogotá,Engativa,Bogotá,19:00:00,20:00:00,MOTO,Casa,-74.09673498,4.593797366,-74.10141021,4.674127342
3393,Engativa,Bogotá,Puente Aranda,Bogotá,08:15:00,09:00:00,MOTO,Trabajo,-74.10761413,4.666103518,-74.11375577,4.636840125
3394,Puente Aranda,Bogotá,Engativa,Bogotá,17:00:00,17:45:00,MOTO,Casa,-74.0864142,4.620851001,-74.11034411,4.66982152
3395,Kennedy,Bogotá,Puente Aranda,Bogotá,05:30:00,06:00:00,MOTO,Trabajo,-74.17852995,4.647000744,-74.11398412,4.599745565
3396,Puente Aranda,Bogotá,Kennedy,Bogotá,11:15:00,12:00:00,MOTO,Casa,-74.10643656,4.618353878,-74.16075648,4.646099253
3397,Kennedy,Bogotá,Suba,Bogotá,06:00:00,06:49:48,MOTO,Estudio,-74.13930179,4.647418938,-74.10765856,4.746438115
