ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE
Itagui,Itagui-Comuna 04,07:56:00,6.170194204,-75.64235577,Itagui,Itagui-Comuna 05,08:00:00,6.188270228,-75.59568919,Moto (Conductor),Casa
Itagui,Itagui-Comuna 05,14:00:00,6.189791647,-75.6185741,Medellin,Laureles-Estadio,14:40:00,6.245866207,-75.59202016,Moto (Conductor),Diligencia
Medellin,Laureles-Estadio,16:30:00,6.256766812,-75.58025742,Itagui,Itagui-Comuna 05,17:15:00,6.171360963,-75.6283417,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,06:30:00,6.174213044,-75.62313121,Itagui,Itagui-Comuna 03,07:00:00,6.175706799,-75.60710305,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 03,18:00:00,6.184137388,-75.59460038,Itagui,Itagui-Comuna 04,18:30:00,6.168663246,-75.60755552,Moto (Conductor),Casa
Medellin,Popular,08:00:00,6.294783404,-75.53803015,Medellin,La Candelaria,08:20:00,6.235895365,-75.57399828,Moto (Acompa?±ante),Alguien
Medellin,La Candelaria,17:00:00,6.252148596,-75.55814124,Medellin,Popular,17:30:00,6.286814133,-75.54750311,Moto (Acompa?±ante),Casa
Medellin,Popular,01:30:00,6.292507393,-75.53757124,Itagui,Itagui-Comuna 04,02:10:00,6.189310379,-75.61563012,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 04,11:00:00,6.178687334,-75.60069116,Medellin,La Candelaria,11:30:00,6.248518413,-75.5598417,Moto (Conductor),Trabajo
Medellin,La Candelaria,13:00:00,6.249793827,-75.57445206,Medellin,Popular,14:10:00,6.294026181,-75.53959478,Moto (Conductor),Casa
Medellin,Popular,01:30:00,6.298757513,-75.54758816,Itagui,Itagui-Comuna 04,02:10:00,6.15592903,-75.62430716,Moto (Acompa?±ante),Trabajo
Itagui,Itagui-Comuna 04,11:00:00,6.163576335,-75.61922934,Medellin,La Candelaria,11:30:00,6.252075845,-75.56794753,Moto (Acompa?±ante),Trabajo
Medellin,La Candelaria,13:30:00,6.249000106,-75.55930142,Medellin,Popular,14:10:00,6.295461955,-75.53801537,Moto (Acompa?±ante),Casa
Medellin,Santa Cruz,06:00:00,6.297715909,-75.55335114,Medellin,La Candelaria,07:00:00,6.230543061,-75.56639711,Moto (Conductor),Estudio
Medellin,La Candelaria,13:30:00,6.242299757,-75.57102596,Medellin,Santa Cruz,14:30:00,6.294917796,-75.54902812,Moto (Conductor),Casa
Envigado,Zona 08,06:00:00,6.145515256,-75.53684595,Medellin,Laureles-Estadio,07:50:00,6.241278936,-75.58109026,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,17:00:00,6.263470094,-75.5888819,Envigado,Zona 08,17:30:00,6.139738246,-75.58950543,Moto (Conductor),Casa
Envigado,Zona 08,07:00:00,6.170236102,-75.51455237,Medellin,Guayabal,07:50:00,6.21535821,-75.57931142,Moto (Conductor),Estudio
Medellin,Guayabal,17:00:00,6.202241525,-75.59469291,Envigado,Zona 08,17:30:00,6.144622872,-75.55831732,Moto (Conductor),Casa
Medellin,Castilla,18:00:00,6.279324313,-75.56893852,Medellin,Santa Cruz,18:15:00,6.290181402,-75.55386266,Moto (Conductor),Trabajo
Medellin,Santa Cruz,23:20:00,6.304438649,-75.55249741,Medellin,Castilla,23:30:00,6.267368442,-75.57446666,Moto (Conductor),Casa
Medellin,Castilla,08:00:00,6.307592705,-75.56867323,Bello,Bello-Comuna 05,08:15:00,6.395566954,-75.60788635,Moto (Conductor),Alguien
Bello,Bello-Comuna 05,19:00:00,6.395766773,-75.61206868,Medellin,Castilla,19:15:00,6.296549602,-75.56459002,Moto (Conductor),Casa
Medellin,Santa Cruz,06:00:00,6.291706053,-75.5550088,Medellin,Doce de Octubre,06:40:00,6.289029241,-75.5804829,Moto (Conductor),Trabajo
Medellin,Doce de Octubre,16:00:00,6.289395341,-75.57659486,Medellin,Santa Cruz,16:40:00,6.306092925,-75.55068229,Moto (Conductor),Casa
Medellin,Doce de Octubre,11:40:00,6.289231248,-75.5799515,Medellin,Villa Hermosa,12:25:00,6.248951594,-75.55043252,Moto (Conductor),Salud
Medellin,Villa Hermosa,12:40:00,6.235828129,-75.53447457,Medellin,Doce de Octubre,13:00:00,6.291049012,-75.57750156,Moto (Conductor),Casa
Envigado,Zona 07,06:40:00,6.159041501,-75.59163383,Sabaneta,Urbana Sabaneta,07:00:00,6.14310123,-75.59963188,Moto (Conductor),Trabajo
Sabaneta,Urbana Sabaneta,17:00:00,6.135004536,-75.59607629,Envigado,Zona 07,17:30:00,6.115688318,-75.56036987,Moto (Conductor),Casa
Medellin,Popular,05:30:00,6.288786971,-75.54221098,Medellin,El Poblado,06:00:00,6.193982538,-75.57772422,Moto (Conductor),Trabajo
Medellin,El Poblado,14:00:00,6.210464498,-75.57322428,Medellin,Popular,14:30:00,6.302211953,-75.54257165,Moto (Conductor),Casa
Medellin,Popular,05:30:00,6.290928603,-75.53824927,Medellin,El Poblado,05:50:00,6.19595351,-75.56466259,Moto (Acompa?±ante),Trabajo
Medellin,Castilla,10:00:00,6.28080375,-75.56924672,Medellin,Laureles-Estadio,10:20:00,6.254832741,-75.59449186,Moto (Conductor),Diligencia
Medellin,Laureles-Estadio,12:00:00,6.243309364,-75.60038499,Medellin,Castilla,12:20:00,6.309619175,-75.56641212,Moto (Conductor),Casa
Medellin,Castilla,06:15:00,6.303306862,-75.56405039,Itagui,Itagui-Comuna 03,07:00:00,6.191502018,-75.58445746,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 03,17:30:00,6.179750111,-75.62710527,Medellin,Castilla,18:30:00,6.290758377,-75.57443401,Moto (Conductor),Casa
Envigado,Zona 06,08:00:00,6.175709295,-75.53323917,Envigado,Zona 09,08:15:00,6.132890517,-75.59163849,Moto (Conductor),Trabajo
Envigado,Zona 09,16:00:00,6.163492411,-75.5548733,Envigado,Zona 06,16:30:00,6.144395781,-75.57151385,Moto (Conductor),Casa
Envigado,Zona 06,08:00:00,6.155914061,-75.57136376,Envigado,Zona 09,08:15:00,6.151924532,-75.56224702,Moto (Acompa?±ante),Alguien
Envigado,Zona 09,16:00:00,6.159955067,-75.55177319,Envigado,Zona 06,16:30:00,6.168959002,-75.55078796,Moto (Acompa?±ante),Casa
Envigado,Zona 06,08:00:00,6.161886017,-75.58676848,Envigado,Zona 09,08:15:00,6.151570504,-75.54578921,Moto (Conductor),Trabajo
Envigado,Zona 09,16:00:00,6.160604784,-75.55213775,Envigado,Zona 06,16:30:00,6.163183385,-75.59148812,Moto (Conductor),Casa
Envigado,Zona 06,06:00:00,6.142746272,-75.57409729,Envigado,Zona 09,06:15:00,6.156394943,-75.58091316,Moto (Acompa?±ante),Estudio
Medellin,Popular,07:40:00,6.294486706,-75.53966037,Medellin,Belen,08:20:00,6.225371053,-75.60094604,Moto (Conductor),Trabajo
Medellin,Belen,09:00:00,6.228412487,-75.60618564,Medellin,Belen,09:05:00,6.230229325,-75.61012053,Moto (Conductor),Trabajo
Medellin,Belen,09:10:00,6.232245783,-75.61500804,Medellin,La Candelaria,09:50:00,6.25094001,-75.56303087,Moto (Conductor),Trabajo
Medellin,La Candelaria,16:45:00,6.247281102,-75.55669936,Medellin,Popular,17:10:00,6.289550696,-75.5413151,Moto (Conductor),Casa
Medellin,Popular,07:00:00,6.289587302,-75.53764396,Sabaneta,Urbana Sabaneta,07:30:00,6.146589041,-75.60028899,Moto (Conductor),Trabajo
Sabaneta,Urbana Sabaneta,18:30:00,6.136024715,-75.60959426,Medellin,Popular,19:00:00,6.288417878,-75.54766297,Moto (Conductor),Casa
Medellin,Popular,06:45:00,6.288851583,-75.54519954,Copacabana,Urbana Copacabana,07:30:00,6.321424372,-75.5180407,Moto (Conductor),Trabajo
Copacabana,Urbana Copacabana,17:15:00,6.370966465,-75.51150681,Medellin,Popular,18:00:00,6.299675869,-75.54136485,Moto (Conductor),Casa
Medellin,Santa Cruz,04:00:00,6.301513089,-75.55696572,Medellin,Castilla,04:30:00,6.300799595,-75.56585583,Moto (Conductor),Trabajo
Medellin,Castilla,19:00:00,6.275026685,-75.57649058,Medellin,Santa Cruz,19:30:00,6.293416725,-75.55815904,Moto (Conductor),Casa
Envigado,Zona 06,05:45:00,6.149004621,-75.58475166,Envigado,Zona 09,06:00:00,6.138428273,-75.55246757,Moto (Conductor),Trabajo
Envigado,Zona 09,14:00:00,6.163061614,-75.53663789,Envigado,Zona 06,14:15:00,6.15458298,-75.58946019,Moto (Conductor),Casa
Envigado,Zona 06,17:50:00,6.131296631,-75.56401359,Envigado,Zona 09,18:00:00,6.167465254,-75.52389702,Moto (Conductor),Estudio
Envigado,Zona 09,21:00:00,6.165773014,-75.57644431,Envigado,Zona 06,21:30:00,6.135745862,-75.54803707,Moto (Conductor),Casa
Envigado,Zona 08,06:10:00,6.130326052,-75.56396482,Caldas,Urbana Caldas,06:30:00,6.028718615,-75.66204676,Moto (Conductor),Estudio
Caldas,Urbana Caldas,17:00:00,6.060098712,-75.63429184,Envigado,Zona 08,17:20:00,6.179284314,-75.50703196,Moto (Conductor),Casa
Medellin,Castilla,06:00:00,6.305787425,-75.55924649,La Estrella,Rural La Estrella,06:45:00,6.112979606,-75.63091414,Moto (Conductor),Trabajo
La Estrella,Rural La Estrella,19:00:00,6.127390274,-75.64833884,Medellin,Castilla,19:45:00,6.288964678,-75.57555217,Moto (Conductor),Casa
Medellin,Popular,17:30:00,6.29664693,-75.54149044,Medellin,Santa Cruz,18:00:00,6.293478381,-75.553234,Moto (Acompa?±ante),Trabajo
Medellin,Santa Cruz,21:00:00,6.305113823,-75.54928406,Medellin,Popular,21:30:00,6.298460695,-75.53843032,Moto (Acompa?±ante),Casa
Medellin,Popular,08:00:00,6.287342835,-75.54381506,Medellin,El Poblado,08:40:00,6.199441946,-75.55142772,Moto (Conductor),Trabajo
Medellin,El Poblado,12:00:00,6.185674312,-75.56256829,Medellin,Popular,12:45:00,6.286104589,-75.5499463,Moto (Conductor),Casa
Medellin,Popular,07:50:00,6.297440329,-75.54537352,Medellin,Santa Cruz,08:00:00,6.301932744,-75.55011764,Moto (Conductor),Alguien
Medellin,Santa Cruz,08:01:00,6.292093324,-75.56278683,Medellin,La Candelaria,08:30:00,6.249559085,-75.55695878,Moto (Conductor),Trabajo
Medellin,La Candelaria,11:30:00,6.258339721,-75.57326744,Medellin,Popular,12:00:00,6.298474385,-75.54520634,Moto (Conductor),Casa
Medellin,Popular,07:50:00,6.297978371,-75.5390759,Medellin,Castilla,08:00:00,6.311777842,-75.56390197,Moto (Acompa?±ante),Estudio
Medellin,Castilla,12:00:00,6.294125726,-75.57078979,Medellin,Laureles-Estadio,12:30:00,6.253051734,-75.58385969,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,20:00:00,6.255939176,-75.57648729,Medellin,Castilla,20:45:00,6.311498937,-75.55740763,Moto (Conductor),Casa
Medellin,Castilla,08:40:00,6.272140365,-75.57126706,Bello,Bello-Comuna 04,09:00:00,6.323563105,-75.61822073,Moto (Acompa?±ante),Estudio
Medellin,Doce de Octubre,06:00:00,6.304407927,-75.57184251,Medellin,El Poblado,06:30:00,6.18806916,-75.56099651,Moto (Acompa?±ante),Trabajo
Medellin,El Poblado,18:10:00,6.199047209,-75.55974087,Medellin,Doce de Octubre,18:30:00,6.30696382,-75.57855938,Moto (Acompa?±ante),Casa
Itagui,Itagui-Comuna 04,12:10:00,6.196509281,-75.6194855,Itagui,Itagui-Comuna 04,12:30:00,6.161773778,-75.61450216,Moto (Acompa?±ante),Estudio
Itagui,Itagui-Comuna 04,18:30:00,6.16870072,-75.62539785,Itagui,Itagui-Comuna 04,19:00:00,6.177129871,-75.59460051,Moto (Acompa?±ante),Casa
Itagui,Itagui-Comuna 04,02:30:00,6.196734177,-75.61568146,Medellin,Laureles-Estadio,03:30:00,6.241050422,-75.58583637,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,07:00:00,6.241291957,-75.58809293,Itagui,Itagui-Comuna 04,07:30:00,6.162178336,-75.61811665,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,13:00:00,6.165650391,-75.6323341,Medellin,La America,13:45:00,6.25072388,-75.60059872,Moto (Conductor),Recreacion
Medellin,La America,19:00:00,6.267213587,-75.59670812,Itagui,Itagui-Comuna 04,19:40:00,6.182872536,-75.62513192,Moto (Conductor),Casa
Itagui,Itagui-Comuna 05,06:30:00,6.169418751,-75.63222581,Itagui,Itagui-Comuna 04,06:40:00,6.174832747,-75.60752237,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 04,16:00:00,6.183563289,-75.60561131,Itagui,Itagui-Comuna 05,16:10:00,6.169411836,-75.62794051,Moto (Conductor),Casa
Itagui,Itagui-Comuna 05,06:30:00,6.162892026,-75.62637457,Itagui,Itagui-Comuna 01,06:45:00,6.180742483,-75.59461394,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 01,18:00:00,6.164122273,-75.61528964,Itagui,Itagui-Comuna 05,18:30:00,6.16034028,-75.6199407,Moto (Conductor),Casa
Envigado,Zona 08,09:30:00,6.1535073,-75.58809623,Medellin,Belen,10:00:00,6.234200752,-75.61007872,Moto (Conductor),Estudio
Medellin,Belen,14:00:00,6.214357133,-75.59949492,Envigado,Zona 08,14:30:00,6.150896222,-75.56005747,Moto (Conductor),Casa
Envigado,Zona 06,05:30:00,6.178779787,-75.49884622,Medellin,El Poblado,06:00:00,6.206040104,-75.56906375,Moto (Conductor),Trabajo
Medellin,El Poblado,18:00:00,6.183756413,-75.57672898,Envigado,Zona 06,18:30:00,6.180842879,-75.50092274,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,10:00:00,6.18231705,-75.60253916,Itagui,Itagui-Comuna 01,10:10:00,6.195824168,-75.62397717,Moto (Conductor),Compras
Itagui,Itagui-Comuna 01,12:15:00,6.167145341,-75.61583907,Itagui,Itagui-Comuna 04,12:25:00,6.162301901,-75.62618447,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,07:00:00,6.160977147,-75.62261684,Sabaneta,Urbana Sabaneta,07:20:00,6.162507303,-75.60622865,Moto (Conductor),Compras
Sabaneta,Urbana Sabaneta,21:00:00,6.127123872,-75.61361392,Itagui,Itagui-Comuna 04,21:30:00,6.190598058,-75.62549515,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,05:20:00,6.169633399,-75.62963739,Sabaneta,Urbana Sabaneta,06:00:00,6.139446251,-75.63137692,Moto (Conductor),Trabajo
Sabaneta,Urbana Sabaneta,14:00:00,6.141428179,-75.62187998,Itagui,Itagui-Comuna 04,14:40:00,6.176693243,-75.62194431,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,06:40:00,6.163746849,-75.60747146,Medellin,El Poblado,07:30:00,6.20116587,-75.55926829,Moto (Conductor),Trabajo
Medellin,El Poblado,17:30:00,6.196755893,-75.56204169,Itagui,Itagui-Comuna 04,18:20:00,6.178776718,-75.60943027,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,11:00:00,6.18217029,-75.63177447,Medellin,La Candelaria,11:20:00,6.237035045,-75.56582125,Moto (Conductor),Compras
Medellin,La Candelaria,12:00:00,6.260823936,-75.56111763,Itagui,Itagui-Comuna 04,12:20:00,6.177310611,-75.59979173,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,12:45:00,6.177267067,-75.61126145,Itagui,Itagui-Comuna 04,13:00:00,6.192298871,-75.6041326,Moto (Conductor),Alguien
Itagui,Itagui-Comuna 04,13:05:00,6.165610915,-75.60800935,Itagui,Itagui-Comuna 04,13:15:00,6.156936447,-75.62049973,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,17:50:00,6.17905714,-75.62571471,Itagui,Itagui-Comuna 04,18:00:00,6.175349271,-75.62126348,Moto (Conductor),Alguien
Itagui,Itagui-Comuna 04,18:05:00,6.16932,-75.60545078,Itagui,Itagui-Comuna 04,18:15:00,6.181500563,-75.60617096,Moto (Conductor),Casa
Itagui,Itagui-Comuna 04,12:45:00,6.170427927,-75.61398957,Itagui,Itagui-Comuna 04,13:00:00,6.172467118,-75.61357046,Moto (Acompa?±ante),Estudio
Itagui,Itagui-Comuna 04,18:00:00,6.174760853,-75.61918006,Itagui,Itagui-Comuna 04,18:15:00,6.165244189,-75.60346072,Moto (Acompa?±ante),Casa
Medellin,Castilla,14:00:00,6.297904218,-75.56273441,Bello,Bello-Comuna 04,14:20:00,6.357441583,-75.52469246,Moto (Conductor),Diligencia
Medellin,La Candelaria,17:30:00,6.242447158,-75.56102013,Medellin,Castilla,18:10:00,6.299716581,-75.57049779,Moto (Conductor),Casa
Medellin,Castilla,06:15:00,6.289469401,-75.57397404,Medellin,La Candelaria,06:40:00,6.256105895,-75.56782889,Moto (Conductor),Trabajo
Medellin,La Candelaria,15:15:00,6.249953086,-75.57192222,Medellin,Castilla,15:35:00,6.293715229,-75.56355788,Moto (Conductor),Casa
Medellin,Castilla,06:30:00,6.295120416,-75.5661689,Medellin,La Candelaria,06:40:00,6.243975172,-75.56754233,Moto (Conductor),Trabajo
Medellin,La Candelaria,12:00:00,6.23518428,-75.57117152,Medellin,Castilla,12:25:00,6.307653965,-75.56596131,Moto (Conductor),Almuerzo
Medellin,Castilla,13:00:00,6.305890438,-75.56870098,Medellin,La Candelaria,13:20:00,6.245912633,-75.57079363,Moto (Conductor),Trabajo
Medellin,La Candelaria,19:00:00,6.257501308,-75.56959435,Medellin,Castilla,20:00:00,6.308959461,-75.57139412,Moto (Conductor),Casa
Medellin,Castilla,06:40:00,6.271959102,-75.57152923,Medellin,La Candelaria,07:00:00,6.258911529,-75.56189587,Moto (Conductor),Trabajo
Medellin,La Candelaria,18:00:00,6.254203523,-75.56338276,Medellin,Castilla,18:20:00,6.297319159,-75.57295173,Moto (Conductor),Casa
Medellin,Castilla,13:30:00,6.305849304,-75.56202784,Medellin,Doce de Octubre,13:40:00,6.297349778,-75.57511286,Moto (Conductor),Diligencia
Medellin,Doce de Octubre,15:30:00,6.292652641,-75.58445444,Medellin,Laureles-Estadio,16:00:00,6.267308405,-75.59520516,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,20:45:00,6.253359907,-75.57849593,Medellin,Castilla,20:50:00,6.298849888,-75.57022008,Moto (Conductor),Casa
Medellin,Castilla,05:30:00,6.283331624,-75.57178388,Envigado,Zona 09,06:00:00,6.114670571,-75.54797192,Moto (Conductor),Trabajo
Envigado,Zona 09,17:15:00,6.114304596,-75.55964983,Medellin,Castilla,17:50:00,6.299228099,-75.56165324,Moto (Conductor),Casa
Medellin,Castilla,07:30:00,6.292796117,-75.56870502,Medellin,Doce de Octubre,07:50:00,6.303695472,-75.58275193,Moto (Conductor),Trabajo
Medellin,Doce de Octubre,19:30:00,6.294628914,-75.58060785,Medellin,Castilla,19:50:00,6.2675181,-75.57487479,Moto (Conductor),Casa
Medellin,Doce de Octubre,06:00:00,6.297068375,-75.57447976,Envigado,Zona 09,07:00:00,6.143200151,-75.54587773,Moto (Conductor),Trabajo
Envigado,Zona 09,17:00:00,6.140198425,-75.55949316,Medellin,Doce de Octubre,18:00:00,6.298617043,-75.57944289,Moto (Conductor),Casa
Medellin,Castilla,05:00:00,6.305288088,-75.55911841,Bello,Bello-Comuna 11,05:10:00,6.365293698,-75.59235776,Moto (Conductor),Salud
Bello,Bello-Comuna 11,05:40:00,6.367146056,-75.52390892,Medellin,Castilla,05:55:00,6.308999415,-75.57135718,Moto (Conductor),Casa
Medellin,Santa Cruz,07:00:00,6.299037567,-75.55158744,Medellin,Guayabal,07:50:00,6.215831552,-75.58052112,Moto (Conductor),Trabajo
Medellin,Guayabal,16:10:00,6.220852032,-75.58215307,Medellin,Santa Cruz,17:00:00,6.299829303,-75.55225205,Moto (Conductor),Casa
Envigado,Zona 06,06:30:00,6.150219571,-75.58602799,Medellin,El Poblado,07:30:00,6.189584934,-75.55875884,Moto (Conductor),Trabajo
Medellin,El Poblado,17:30:00,6.204269459,-75.55647634,Envigado,Zona 06,18:30:00,6.142399623,-75.58550686,Moto (Conductor),Casa
Envigado,Zona 06,08:00:00,6.139651973,-75.57212047,Envigado,Zona 09,08:20:00,6.145361473,-75.57096105,Moto (Conductor),Trabajo
Envigado,Zona 09,18:00:00,6.193798958,-75.52320444,Envigado,Zona 06,18:30:00,6.179313425,-75.57666653,Moto (Conductor),Casa
Envigado,Zona 06,10:00:00,6.152152953,-75.56492505,Envigado,Zona 09,10:20:00,6.165752936,-75.52839944,Moto (Conductor),Trabajo
Envigado,Zona 09,19:30:00,6.146888951,-75.52761508,Envigado,Zona 06,20:00:00,6.129657915,-75.5636026,Moto (Conductor),Casa
Medellin,Castilla,15:00:00,6.276567647,-75.57171943,Medellin,La Candelaria,15:30:00,6.243908769,-75.56719022,Moto (Conductor),Diligencia
Medellin,La Candelaria,17:00:00,6.250883699,-75.56545849,Medellin,Castilla,17:30:00,6.311103146,-75.56060695,Moto (Conductor),Casa
Medellin,Doce de Octubre,11:50:00,6.303788222,-75.57814662,Medellin,Castilla,12:00:00,6.295085159,-75.56791265,Moto (Acompa?±ante),Estudio
Medellin,Castilla,17:00:00,6.27189445,-75.57095238,Medellin,Doce de Octubre,17:15:00,6.3022779,-75.57016011,Moto (Acompa?±ante),Casa
Medellin,Castilla,06:30:00,6.307694628,-75.55894693,Medellin,Laureles-Estadio,06:45:00,6.264014759,-75.5871477,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,12:00:00,6.24842808,-75.58805186,Medellin,Castilla,12:45:00,6.278441137,-75.57079194,Moto (Conductor),Almuerzo
Medellin,Castilla,13:00:00,6.295982354,-75.57073081,Bello,Bello-Comuna 08,13:20:00,6.409135224,-75.56995022,Moto (Conductor),Diligencia
Bello,Bello-Comuna 08,15:45:00,6.401015657,-75.61191718,Medellin,Castilla,16:00:00,6.295558881,-75.56889255,Moto (Conductor),Casa
Medellin,Santa Cruz,06:00:00,6.304936743,-75.54601791,Medellin,Santa Cruz,06:10:00,6.291659831,-75.56061189,Moto (Acompa?±ante),Salud
Medellin,Santa Cruz,07:45:00,6.297612776,-75.55375393,Medellin,Santa Cruz,08:00:00,6.292869356,-75.55347846,Moto (Acompa?±ante),Casa
Medellin,Santa Cruz,06:00:00,6.302500023,-75.5499541,Medellin,Santa Cruz,06:10:00,6.296139862,-75.55799337,Moto (Conductor),Alguien
Medellin,Santa Cruz,07:45:00,6.290027486,-75.55671558,Medellin,Santa Cruz,08:00:00,6.294443562,-75.55082286,Moto (Conductor),Casa
Medellin,Santa Cruz,09:30:00,6.301737518,-75.55013583,Medellin,La Candelaria,10:00:00,6.239482562,-75.57313734,Moto (Conductor),Trabajo
Medellin,Castilla,06:00:00,6.290765006,-75.57293421,Medellin,Aranjuez,06:25:00,6.277978368,-75.55873273,Moto (Conductor),Trabajo
Medellin,Aranjuez,15:00:00,6.285477603,-75.56616597,Medellin,Castilla,15:25:00,6.311675127,-75.56451395,Moto (Conductor),Casa
Medellin,Castilla,07:00:00,6.28469621,-75.57251653,Medellin,El Poblado,07:30:00,6.195890305,-75.55987581,Moto (Conductor),Trabajo
Medellin,El Poblado,09:00:00,6.21909224,-75.5751445,Sabaneta,Urbana Sabaneta,09:15:00,6.120623221,-75.60845972,Moto (Conductor),Trabajo
Sabaneta,Urbana Sabaneta,12:00:00,6.143656096,-75.60738606,Medellin,Castilla,12:30:00,6.273170873,-75.57257638,Moto (Conductor),Casa
Medellin,Castilla,06:55:00,6.29987537,-75.55882665,Medellin,Doce de Octubre,07:00:00,6.291542452,-75.58065069,Moto (Conductor),Trabajo
Medellin,Doce de Octubre,19:50:00,6.302560059,-75.57314071,Medellin,Castilla,20:00:00,6.295764329,-75.57040688,Moto (Conductor),Casa
Medellin,Castilla,09:10:00,6.305236189,-75.56896026,Medellin,La Candelaria,09:30:00,6.253448854,-75.57559465,Moto (Acompa?±ante),Diligencia
Medellin,La Candelaria,11:00:00,6.22690464,-75.56821899,Medellin,Castilla,11:20:00,6.289164868,-75.56627547,Moto (Acompa?±ante),Casa
Medellin,Castilla,05:45:00,6.311411469,-75.56193352,Caldas,Urbana Caldas,07:00:00,6.111645662,-75.6049931,Moto (Conductor),Trabajo
Caldas,Urbana Caldas,18:00:00,5.995753604,-75.63953123,Medellin,Castilla,19:30:00,6.270926258,-75.57605672,Moto (Conductor),Casa
Medellin,Doce de Octubre,05:25:00,6.292474101,-75.5762821,Itagui,Itagui-Comuna 02,06:00:00,6.196290032,-75.60761427,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 02,17:00:00,6.16569963,-75.63278703,Medellin,Doce de Octubre,18:00:00,6.301241321,-75.57667021,Moto (Conductor),Casa
Envigado,Zona 08,06:30:00,6.110638927,-75.57454898,Medellin,Laureles-Estadio,07:00:00,6.259722225,-75.59690152,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,18:00:00,6.256320778,-75.58027769,Envigado,Zona 08,18:10:00,6.131325715,-75.57299928,Moto (Conductor),Casa
Envigado,Zona 06,04:00:00,6.172531969,-75.5699601,Itagui,Itagui-Comuna 04,04:30:00,6.194172615,-75.60967736,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 04,13:00:00,6.191430519,-75.59394203,Envigado,Zona 06,13:30:00,6.146608632,-75.59014831,Moto (Conductor),Casa
Medellin,Popular,09:45:00,6.288524025,-75.54641054,Medellin,Manrique,10:00:00,6.265407154,-75.55411452,Moto (Conductor),Trabajo
Medellin,Manrique,14:30:00,6.279441405,-75.54499336,Medellin,Popular,14:45:00,6.297194256,-75.54149191,Moto (Conductor),Casa
Medellin,Doce de Octubre,06:00:00,6.302973636,-75.57480623,Medellin,Buenos Aires,06:30:00,6.217416488,-75.55306828,Moto (Conductor),Trabajo
Medellin,Buenos Aires,17:00:00,6.229196414,-75.52467692,Medellin,Doce de Octubre,18:00:00,6.295082063,-75.58373585,Moto (Conductor),Casa
Medellin,Doce de Octubre,04:00:00,6.292683038,-75.57739592,Medellin,La Candelaria,04:30:00,6.232731439,-75.56858078,Moto (Conductor),Trabajo
Medellin,La Candelaria,12:30:00,6.245982598,-75.56193892,Medellin,Doce de Octubre,12:45:00,6.305071782,-75.57283924,Moto (Conductor),Casa
Envigado,Zona 06,06:15:00,6.182523097,-75.58459345,Envigado,Zona 07,06:30:00,6.128841193,-75.54009372,Moto (Conductor),Trabajo
Envigado,Zona 07,19:00:00,6.151362118,-75.55631174,Envigado,Zona 06,19:30:00,6.197472049,-75.48619029,Moto (Conductor),Casa
Envigado,Zona 06,07:30:00,6.157238003,-75.53478021,Medellin,El Poblado,08:00:00,6.188552345,-75.57200778,Moto (Conductor),Trabajo
Medellin,El Poblado,19:00:00,6.196615758,-75.56259678,Envigado,Zona 06,19:30:00,6.174840086,-75.53199332,Moto (Conductor),Casa
Envigado,Zona 08,09:00:00,6.142475491,-75.53809613,Envigado,Zona 09,09:30:00,6.111029425,-75.56706645,Moto (Conductor),Diligencia
Envigado,Zona 09,13:00:00,6.156083094,-75.5176193,Envigado,Zona 08,13:30:00,6.162858317,-75.50281232,Moto (Conductor),Casa
Medellin,Castilla,04:00:00,6.28161252,-75.57080763,Medellin,El Poblado,05:00:00,6.192402111,-75.56655943,Moto (Conductor),Trabajo
Medellin,El Poblado,17:30:00,6.20483547,-75.57482086,Medellin,Castilla,18:30:00,6.298570691,-75.55963069,Moto (Conductor),Casa
Medellin,Castilla,18:00:00,6.307272346,-75.55742687,Medellin,Corregimiento San Sebastian de Pal Prado,18:30:00,6.327041861,-75.67004712,Moto (Conductor),Trabajo
